Time_(s),Current_(A),Current_Std_Dev_(A),Control_Temperature_(K),Sample_Temperature_(K),Unnamed: 5,Unnamed: 6
8573.798,0.0001258809,8.799621e-09,430.0,430.0,,
8592.518,0.000125893,3.944053e-09,430.0,430.0,,
8611.418,0.0001258743,8.327331e-09,430.0,430.0,,
8630.228,0.000125883,1.98774e-08,429.99,429.99,,
8648.208,0.0001259207,1.085306e-08,430.01,430.01,,
8666.608,0.0001259249,7.40045e-09,430.0,430.0,,
8685.078,0.0001259405,5.482295e-09,430.0,430.0,,
8703.398,0.0001259167,1.123536e-08,430.0,430.0,,
8721.428,0.0001259259,1.059822e-08,430.0,430.0,,
8739.888,0.0001259297,7.242621e-09,430.01,430.01,,
8758.408,0.0001259014,9.24001e-09,430.01,430.01,,
8776.658,0.0001259145,1.180631e-08,429.99,429.99,,
8794.958,0.0001259625,9.383792e-09,430.0,430.0,,
8813.178,0.0001259411,1.708443e-08,430.01,430.01,,
8831.618,0.0001259499,2.167666e-08,429.99,429.99,,
8850.068,0.0001260095,9.204468e-09,430.01,430.01,,
8868.318,0.0001259931,6.081849e-09,430.0,430.0,,
8886.818,0.0001260082,1.005319e-08,429.99,429.99,,
8905.288,0.0001260308,4.341019e-09,430.01,430.01,,
8923.678,0.0001260191,8.252272e-09,430.0,430.0,,
8942.128,0.0001260046,3.272783e-09,430.0,430.0,,
8960.568,0.0001260146,6.569289e-09,430.0,430.0,,
8978.888,0.0001260465,1.432364e-08,430.0,430.0,,
8997.118,0.0001260872,9.342852e-09,430.0,430.0,,
9015.388,0.0001260794,1.086483e-08,430.01,430.01,,
9033.658,0.0001260624,4.427189e-09,430.0,430.0,,
9052.118,0.0001260669,3.247221e-09,430.0,430.0,,
9070.498,0.0001260705,6.023104e-09,430.0,430.0,,
9088.868,0.0001260539,6.607235e-09,430.0,430.0,,
9107.368,0.0001260647,3.12872e-09,429.99,429.99,,
9125.978,0.0001260884,8.783824e-09,430.0,430.0,,
9144.538,0.0001260838,1.401428e-08,430.0,430.0,,
9162.918,0.0001261013,3.653005e-09,430.0,430.0,,
9181.338,0.0001261006,6.292853e-09,430.0,430.0,,
9199.748,0.0001261119,4.254409e-09,430.0,430.0,,
9218.158,0.0001261227,3.860052e-09,430.0,430.0,,
9236.188,0.0001261014,8.448537e-09,430.0,430.0,,
9254.968,0.0001260919,3.573047e-09,430.0,430.0,,
9273.378,0.0001261142,1.08505e-08,430.0,430.0,,
9291.568,0.000126117,1.023067e-08,430.01,430.01,,
9310.018,0.0001260751,1.073364e-08,430.0,430.0,,
9328.498,0.0001260881,1.672291e-08,429.99,429.99,,
9347.008,0.0001261221,5.300943e-09,430.0,430.0,,
9365.578,0.0001260922,1.455869e-08,430.01,430.01,,
9383.918,0.0001260823,1.778295e-08,429.99,429.99,,
9402.378,0.0001261325,1.824067e-08,430.0,430.0,,
9420.758,0.0001261393,1.484775e-08,430.01,430.01,,
9439.098,0.0001261034,2.270585e-09,429.99,429.99,,
9457.628,0.000126118,7.512952e-09,430.0,430.0,,
9476.528,0.0001261063,1.455297e-08,430.01,430.01,,
9494.678,0.0001260852,7.052186e-09,429.99,429.99,,
9513.108,0.0001261209,1.046104e-08,430.0,430.0,,
9531.748,0.0001261448,8.14862e-09,430.0,430.0,,
9550.208,0.0001261561,5.40473e-09,430.01,430.01,,
9568.668,0.0001261318,5.287301e-09,430.0,430.0,,
9587.078,0.0001261246,5.891614e-09,430.0,430.0,,
9605.408,0.0001261263,7.761014e-09,430.0,430.0,,
9624.138,0.0001261525,5.797509e-09,430.0,430.0,,
9642.698,0.0001261437,4.667857e-09,430.0,430.0,,
9661.138,0.0001261695,1.245659e-08,430.0,430.0,,
9679.678,0.0001261837,5.869885e-09,430.01,430.01,,
9698.458,0.0001261552,1.069579e-08,430.0,430.0,,
9717.078,0.0001261463,4.217688e-09,430.0,430.0,,
9735.838,0.0001261625,6.311365e-09,430.0,430.0,,
9754.258,0.0001261412,1.41327e-08,430.01,430.01,,
9772.588,0.0001261361,1.530759e-08,429.99,429.99,,
9790.998,0.0001261787,8.857514e-09,430.0,430.0,,
9809.338,0.0001261531,1.720756e-08,430.01,430.01,,
9827.788,0.0001261216,5.358275e-09,430.0,430.0,,
9845.768,0.0001261672,2.133229e-08,429.99,429.99,,
9864.238,0.0001261889,1.335373e-08,430.01,430.01,,
9882.648,0.0001261209,1.802128e-08,430.0,430.0,,
9901.408,0.000126148,2.040152e-08,429.99,429.99,,
9919.748,0.0001261769,6.773314e-09,430.01,430.01,,
9938.128,0.000126139,1.117537e-08,430.0,430.0,,
9956.568,0.0001261374,7.27553e-09,430.0,430.0,,
9975.238,0.0001261416,5.929212e-09,430.0,430.0,,
9993.768,0.000126146,1.231079e-08,430.01,430.01,,
10012.26,0.0001261458,1.688392e-08,430.0,430.0,,
10030.75,0.0001261859,8.685237e-09,430.0,430.0,,
10049.3,0.0001261964,1.398571e-08,430.01,430.01,,
10067.68,0.0001261751,1.002719e-08,430.0,430.0,,
10086.37,0.0001262203,1.193547e-08,430.0,430.0,,
10104.69,0.0001262075,1.106797e-08,430.01,430.01,,
10122.97,0.0001261779,5.173651e-09,430.0,430.0,,
10141.29,0.0001262044,1.206648e-08,430.0,430.0,,
10159.8,0.0001262088,9.077445e-09,430.01,430.01,,
10178.17,0.0001261972,6.014797e-09,430.0,430.0,,
10196.48,0.0001262137,6.88073e-09,430.0,430.0,,
10214.7,0.000126233,4.242641e-09,430.0,430.0,,
10233.17,0.0001262292,5.977736e-09,430.01,430.01,,
10251.63,0.0001261832,4.256968e-08,430.0,430.0,,
10270.36,0.0001262092,1.087096e-08,430.0,430.0,,
10289.31,0.0001262409,5.646041e-09,430.0,430.0,,
10308.08,0.0001262448,4.2374e-09,430.0,430.0,,
10326.46,0.000126244,4.396969e-09,430.0,430.0,,
10344.81,0.0001262515,6.654155e-09,430.0,430.0,,
10363.1,0.000126256,8.75595e-09,430.0,430.0,,
10381.74,0.0001262404,3.062316e-09,430.0,430.0,,
10400.61,0.0001262588,9.077445e-09,430.0,430.0,,
10419.57,0.000126268,6.01849e-09,430.0,430.0,,
10437.91,0.0001262595,4.624812e-09,430.0,430.0,,
10456.04,0.0001262656,6.380526e-09,430.0,430.0,,
10474.48,0.0001262701,6.789698e-09,430.0,430.0,,
10493.15,0.0001262915,6.311365e-09,430.0,430.0,,
10511.73,0.0001262312,5.524048e-08,430.01,430.01,,
10530.42,0.0001261943,5.931282e-08,430.0,430.0,,
10548.86,0.0001262766,5.581716e-09,430.0,430.0,,
10567.49,0.0001262834,6.818276e-09,430.0,430.0,,
10586.05,0.0001263044,8.342661e-09,430.0,430.0,,
10604.51,0.0001263591,3.035512e-08,429.99,429.99,,
10623.0,0.0001263663,3.192717e-08,430.02,430.02,,
10641.43,0.0001262566,3.022582e-08,430.0,430.0,,
10659.98,0.0001262584,4.512747e-08,430.0,430.0,,
10678.49,0.0001263332,2.275375e-08,430.0,430.0,,
10696.71,0.0001263279,2.199722e-08,430.01,430.01,,
10715.2,0.000126307,1.346601e-08,429.99,429.99,,
10733.72,0.0001263364,1.285129e-08,430.0,430.0,,
10752.08,0.0001263275,1.062753e-08,430.0,430.0,,
10770.59,0.0001263152,5.711587e-09,430.0,430.0,,
10789.04,0.000126349,1.029563e-08,430.0,430.0,,
10807.63,0.0001263498,5.711587e-09,430.0,430.0,,
10826.0,0.0001263428,4.104198e-09,430.0,430.0,,
10844.78,0.0001263449,4.040077e-09,430.0,430.0,,
10863.38,0.0001263699,1.682888e-08,429.99,429.99,,
10882.05,0.0001263932,8.521867e-09,430.0,430.0,,
10900.71,0.0001263557,1.253484e-08,430.01,430.01,,
10919.44,0.0001263508,1.220018e-08,429.99,429.99,,
10938.09,0.00012639,9.568467e-09,430.01,430.01,,
10956.76,0.0001263436,1.723175e-08,430.0,430.0,,
10975.72,0.0001263473,1.523191e-08,429.99,429.99,,
10994.57,0.0001263557,2.80121e-08,430.01,430.01,,
11013.02,0.0001263184,2.819456e-08,429.99,429.99,,
11031.53,0.000126392,1.188837e-08,430.0,430.0,,
11050.09,0.0001263698,3.438927e-08,430.01,430.01,,
11068.37,0.0001262989,2.092553e-08,430.0,430.0,,
11086.9,0.0001263372,6.178817e-09,430.0,430.0,,
11105.24,0.0001263377,7.631077e-09,430.0,430.0,,
11123.91,0.0001263552,2.003774e-08,430.0,430.0,,
11142.93,0.0001263686,3.657564e-09,430.0,430.0,,
11161.52,0.0001263555,5.522681e-09,430.0,430.0,,
11180.05,0.0001263764,1.66079e-08,430.0,430.0,,
11198.92,0.000126404,1.236482e-08,430.01,430.01,,
11217.38,0.0001263474,2.082306e-08,430.01,430.01,,
11236.1,0.000126339,1.200926e-08,430.0,430.0,,
11254.4,0.000126364,9.104334e-09,430.0,430.0,,
11272.8,0.0001263353,7.349225e-09,430.01,430.01,,
11291.02,0.0001263214,6.46701e-09,430.0,430.0,,
11309.44,0.0001263473,8.870049e-09,430.0,430.0,,
11327.59,0.00012635,9.225568e-09,430.01,430.01,,
11345.9,0.000126345,5.944185e-09,430.0,430.0,,
11364.24,0.0001263445,5.502525e-09,430.0,430.0,,
11382.84,0.0001263493,5.598611e-09,430.0,430.0,,
11401.26,0.0001263491,4.653553e-09,430.0,430.0,,
11419.31,0.0001263495,4.503085e-09,430.0,430.0,,
11437.78,0.0001263392,3.88158e-09,430.0,430.0,,
11456.31,0.000126326,1.378405e-08,430.0,430.0,,
11474.73,0.0001263015,7.820912e-09,430.0,430.0,,
11493.12,0.0001263109,8.130191e-09,430.0,430.0,,
11511.58,0.0001263545,1.868005e-08,430.0,430.0,,
11530.1,0.0001263755,4.927248e-09,430.0,430.0,,
11548.79,0.0001263722,6.795423e-09,430.0,430.0,,
11567.57,0.0001263516,8.221922e-09,430.01,430.01,,
11586.61,0.0001263715,1.506468e-08,429.99,429.99,,
11605.43,0.0001294368,1.052497e-06,430.01,430.01,,
11624.82,0.0001295854,1.936011e-07,430.0,430.0,,
11644.32,0.0001294445,3.167555e-07,430.0,430.0,,
11663.94,0.0001293165,2.910953e-07,430.0,430.0,,
11682.33,0.0001298551,4.284455e-08,430.01,430.01,,
11700.89,0.0001301355,9.269094e-08,429.99,429.99,,
11719.29,0.0001302206,1.494583e-08,430.0,430.0,,
11738.05,0.0001302289,7.578478e-09,430.0,430.0,,
11756.79,0.0001302726,1.640596e-08,430.0,430.0,,
11775.63,0.0001302798,1.098281e-08,430.0,430.0,,
11794.13,0.0001302601,5.279941e-09,430.0,430.0,,
11813.0,0.0001302615,7.199537e-09,430.0,430.0,,
11831.76,0.0001302644,8.448537e-09,430.0,430.0,,
11850.49,0.0001302695,6.13279e-09,430.0,430.0,,
11868.9,0.0001301994,2.972167e-08,429.99,429.99,,
11887.21,0.0001302002,5.116422e-09,430.0,430.0,,
11905.83,0.0001302055,6.519202e-09,430.0,430.0,,
11924.4,0.0001301836,7.290786e-09,430.0,430.0,,
11942.85,0.0001301841,5.566766e-09,430.0,430.0,,
11961.09,0.0001301996,9.547542e-09,430.0,430.0,,
11979.63,0.0001302179,6.935416e-09,430.0,430.0,,
11998.29,0.0001302321,6.556591e-09,430.0,430.0,,
12016.59,0.0001302501,5.321863e-09,430.0,430.0,,
12035.36,0.0001301664,8.825116e-08,430.0,430.0,,
12054.13,0.0001302388,2.651959e-08,430.0,430.0,,
12072.74,0.0001302392,7.997222e-09,430.0,430.0,,
12091.3,0.0001302426,1.016749e-08,429.99,429.99,,
12109.91,0.0001302899,1.004932e-08,429.99,429.99,,
12128.75,0.0001302793,2.107684e-08,430.01,430.01,,
12147.42,0.0001302197,9.369573e-09,429.99,429.99,,
12166.09,0.0001302716,2.036991e-08,429.99,429.99,,
12184.57,0.000130276,2.468018e-08,430.01,430.01,,
12202.88,0.0001302193,2.415252e-08,430.0,430.0,,
12221.6,0.0001303061,2.036582e-08,430.0,430.0,,
12240.26,0.0001303408,5.80804e-09,430.0,430.0,,
12258.7,0.000130314,1.777014e-08,430.01,430.01,,
12277.02,0.000130294,1.304692e-08,430.0,430.0,,
12295.79,0.0001303455,1.343503e-08,430.0,430.0,,
12314.81,0.0001303627,6.58365e-09,430.0,430.0,,
12333.75,0.0001303815,2.267769e-08,429.99,429.99,,
12352.76,0.0001303813,1.558525e-08,430.0,430.0,,
12371.56,0.000130368,7.498148e-09,430.01,430.01,,
12390.19,0.0001303617,1.234729e-08,429.99,429.99,,
12409.65,0.00013038,1.330831e-08,430.01,430.01,,
12428.63,0.0001303363,2.016625e-08,430.01,430.01,,
12447.35,0.0001303195,4.132863e-08,429.99,429.99,,
12466.6,0.0001303976,7.961016e-09,430.01,430.01,,
12485.35,0.0001303748,1.129208e-08,430.0,430.0,,
12504.03,0.000130357,9.261629e-09,429.99,429.99,,
12522.76,0.0001303759,1.186451e-08,430.0,430.0,,
12541.24,0.0001303875,1.306607e-08,430.0,430.0,,
12560.47,0.0001303804,6.292853e-09,430.0,430.0,,
12579.21,0.0001304139,1.291382e-08,430.0,430.0,,
12597.61,0.0001304029,2.164589e-08,430.01,430.01,,
12616.52,0.0001303769,9.39799e-09,430.0,430.0,,
12635.19,0.0001302986,9.793558e-08,430.0,430.0,,
12654.09,0.0001302514,2.553951e-08,430.01,430.01,,
12673.21,0.0001303542,1.288237e-08,430.0,430.0,,
12692.13,0.0001303804,1.726396e-08,429.99,429.99,,
12711.15,0.0001304124,7.07421e-09,430.0,430.0,,
12729.92,0.0001303889,1.480578e-08,430.0,430.0,,
12749.03,0.000130307,8.952715e-08,429.99,429.99,,
12768.32,0.0001304282,4.677559e-08,430.0,430.0,,
12786.67,0.0001303627,3.526109e-08,430.01,430.0,,
12804.91,0.0001303587,1.38247e-08,429.99,429.99,,
12823.06,0.0001303946,3.18336e-08,430.01,430.01,,
12841.54,0.0001304028,1.06854e-08,430.0,430.0,,
12859.9,0.0001303422,2.752292e-08,430.0,430.0,,
12878.43,0.0001301851,6.828283e-08,430.01,430.01,,
12896.78,0.0001302856,4.414673e-08,430.0,430.0,,
12915.02,0.000130304,2.751161e-08,430.0,430.0,,
12933.32,0.0001303565,8.695465e-09,430.01,430.01,,
12951.74,0.0001303541,9.45692e-09,430.0,430.0,,
12970.56,0.0001303359,2.144476e-08,430.0,430.0,,
12989.17,0.0001302956,9.057839e-09,430.0,430.0,,
13007.78,0.0001303386,1.976641e-08,429.99,429.99,,
13026.62,0.0001303432,2.269998e-08,430.01,430.01,,
13045.44,0.0001303218,6.142746e-09,430.0,430.0,,
13063.88,0.0001303372,4.157991e-09,430.0,430.0,,
13082.56,0.0001303214,8.796464e-09,430.0,430.0,,
13101.09,0.0001303688,4.196506e-08,430.0,430.0,,
13119.74,0.0001304215,1.658815e-08,430.0,430.0,,
13138.6,0.0001304411,1.204113e-08,430.01,430.01,,
13157.25,0.0001303724,4.278941e-08,430.0,430.0,,
13175.7,0.0001303499,3.681319e-08,429.99,429.99,,
13194.28,0.0001303724,4.563916e-08,430.01,430.01,,
13213.14,0.0001303468,3.164315e-08,429.99,429.99,,
13232.05,0.0001303408,3.741598e-08,430.0,430.0,,
13251.1,0.00013036,1.798147e-08,430.0,430.0,,
13269.88,0.0001304035,1.958599e-08,430.0,430.0,,
13288.53,0.0001304317,6.395311e-09,430.01,430.01,,
13307.22,0.0001303826,2.011743e-08,430.0,430.0,,
13325.67,0.0001303689,4.567628e-08,429.99,429.99,,
13344.26,0.00013043,2.268627e-08,430.01,430.01,,
13362.86,0.0001304068,9.942054e-09,430.0,430.0,,
13381.66,0.0001304475,1.957464e-08,430.0,430.0,,
13400.14,0.0001304751,1.079558e-08,430.0,430.0,,
13418.64,0.0001304199,2.253121e-08,430.01,430.01,,
13436.93,0.0001304198,9.863513e-09,429.99,429.99,,
13455.62,0.0001303891,4.112434e-08,430.0,430.0,,
13473.89,0.0001303397,4.719004e-08,430.01,430.01,,
13492.7,0.0001302629,2.479449e-08,430.01,430.01,,
13510.97,0.0001300465,1.056485e-07,430.0,430.0,,
13529.15,0.00012994,7.784315e-08,430.0,430.0,,
13547.68,0.0001300245,7.313344e-08,430.0,430.0,,
13566.29,0.0001301082,9.844322e-08,430.0,430.0,,
13585.0,0.0001302157,4.557302e-08,430.0,430.0,,
13603.74,0.000130251,5.723635e-08,430.0,430.0,,
13622.34,0.0001302586,3.122392e-08,430.0,430.0,,
13641.08,0.0001302676,3.165509e-08,430.0,430.0,,
13659.73,0.0001302989,1.436392e-08,430.01,430.01,,
13678.45,0.0001302857,8.097325e-09,430.0,430.0,,
13696.86,0.0001302703,4.667857e-09,430.0,430.0,,
13715.42,0.0001302679,8.102812e-09,430.0,430.0,,
13733.93,0.0001302711,2.256078e-08,430.0,430.0,,
13752.46,0.0001302391,8.102812e-09,430.0,430.0,,
13770.76,0.0001301615,5.603223e-08,430.0,430.0,,
13789.31,0.0001300856,3.723857e-08,430.0,430.0,,
13807.87,0.0001299038,7.111306e-08,430.0,430.0,,
13826.15,0.0001300782,5.039136e-08,430.0,430.0,,
13844.94,0.0001301569,6.629304e-08,430.0,430.0,,
13863.92,0.0001303211,2.29514e-08,430.0,430.0,,
13882.52,0.0001303515,1.082436e-08,430.01,430.01,,
13901.35,0.0001303344,1.088526e-08,430.0,430.0,,
13920.27,0.0001303251,8.006248e-09,430.0,430.0,,
13938.92,0.0001303415,8.947377e-09,430.0,430.0,,
13957.45,0.0001303487,5.47824e-09,430.0,430.0,,
13976.33,0.0001303272,3.740113e-08,430.01,430.01,,
13994.76,0.000130289,1.197219e-08,430.0,430.0,,
14013.51,0.0001301921,4.133185e-08,430.0,430.0,,
14032.99,0.0001301035,4.903344e-08,430.0,430.0,,
14051.12,0.0001300162,1.438678e-07,430.0,430.0,,
14069.38,0.0001296443,8.537115e-08,430.0,430.0,,
14087.83,0.0001298353,2.058139e-07,429.99,429.99,,
14106.54,0.0001300007,7.091004e-08,430.01,430.01,,
14124.82,0.0001300784,7.979446e-08,429.99,429.99,,
14143.61,0.0001301616,1.738582e-08,430.0,430.0,,
14162.13,0.0001302454,4.551483e-08,430.01,430.01,,
14180.4,0.0001302317,1.375217e-08,430.0,430.0,,
14198.76,0.0001300783,8.263985e-08,430.0,430.0,,
14217.52,0.0001298373,7.062271e-08,430.0,430.0,,
14235.96,0.0001298736,6.821241e-08,430.0,430.0,,
14254.56,0.0001301101,4.268606e-08,430.0,430.0,,
14273.06,0.0001301118,3.201319e-08,430.0,430.0,,
14291.78,0.0001301915,1.506468e-08,429.99,429.99,,
14310.07,0.0001301971,8.595218e-09,430.01,430.01,,
14328.76,0.0001301565,3.356337e-08,430.0,430.0,,
14347.14,0.0001301763,2.143751e-08,430.0,430.0,,
14365.61,0.0001301852,1.71969e-08,430.01,430.01,,
14384.04,0.0001301736,9.868018e-09,429.99,429.99,,
14402.27,0.0001301976,3.1199e-08,430.0,430.0,,
14420.97,0.0001302085,1.262493e-08,430.0,430.0,,
14439.84,0.0001301377,4.893317e-08,430.01,430.01,,
14458.43,0.0001301655,3.256873e-08,429.99,429.99,,
14477.1,0.0001301735,1.181571e-08,430.0,430.0,,
14496.11,0.0001300235,1.098254e-07,430.0,430.0,,
14514.71,0.000130028,6.794606e-08,430.0,430.0,,
14533.16,0.000130105,3.637154e-08,430.0,430.0,,
14551.66,0.0001301143,6.215938e-08,430.0,430.0,,
14570.05,0.0001299654,5.110382e-08,430.01,430.01,,
14588.78,0.0001300127,7.294298e-08,430.0,430.0,,
14607.23,0.0001298812,1.121485e-07,429.99,429.99,,
14625.55,0.000129779,5.692295e-08,430.0,430.0,,
14644.19,0.0001296947,1.325704e-07,430.0,430.0,,
14662.6,0.0001297266,1.057893e-07,430.0,430.0,,
14681.11,0.0001298823,2.344028e-07,430.0,430.0,,
14699.82,0.0001299422,1.595994e-07,430.0,430.0,,
14718.33,0.0001301076,2.388956e-08,430.0,430.0,,
14737.07,0.0001301249,3.966933e-08,429.99,429.99,,
14755.71,0.0001300096,1.115399e-07,430.0,430.0,,
14774.29,0.0001296231,1.256153e-07,430.0,430.0,,
14793.03,0.0001293783,6.685648e-08,429.99,429.99,,
14811.74,0.0001293978,1.96853e-08,430.01,430.01,,
14830.45,0.0001293912,1.224563e-08,430.01,430.01,,
14849.92,0.0001293269,2.395111e-08,429.99,429.99,,
14868.72,0.0001294177,4.319992e-08,430.0,430.0,,
14887.18,0.0001294584,4.253417e-08,430.0,430.0,,
14905.82,0.0001292993,1.092103e-07,430.01,430.01,,
14924.38,0.0001293016,6.274676e-08,430.0,430.0,,
14943.08,0.0001292418,8.790753e-08,430.01,430.01,,
14961.58,0.0001292824,5.950948e-08,430.0,430.0,,
14979.77,0.0001294345,3.126677e-08,429.99,429.99,,
14998.3,0.0001295,2.396293e-08,430.01,430.01,,
15016.91,0.0001294847,8.526827e-08,430.0,430.0,,
15035.73,0.0001298825,2.221037e-07,430.0,430.0,,
15054.65,0.0001299177,5.773127e-08,430.01,430.01,,
15073.71,0.0001298067,5.791382e-08,430.0,430.0,,
15092.73,0.0001298454,2.850419e-08,429.99,429.99,,
15111.59,0.0001297302,1.214393e-07,430.0,430.0,,
15130.47,0.0001292834,9.115579e-08,430.0,430.0,,
15149.24,0.0001292574,1.436199e-08,430.0,430.0,,
15168.16,0.0001292684,2.970671e-08,430.0,430.0,,
15187.23,0.0001292185,3.963234e-08,430.0,430.0,,
15205.63,0.0001292341,3.218506e-08,430.0,430.0,,
15224.78,0.0001291802,4.379193e-08,430.0,430.0,,
15243.47,0.0001292188,3.462433e-08,430.0,430.0,,
15262.14,0.000129288,2.119748e-08,430.0,430.0,,
15281.09,0.000129242,2.632278e-08,430.0,430.0,,
15300.29,0.0001292563,3.518222e-08,430.0,430.0,,
15318.77,0.0001292084,2.043526e-08,430.01,430.01,,
15337.6,0.0001291783,1.446106e-08,430.0,430.0,,
15356.51,0.0001291443,1.193547e-08,430.0,430.0,,
15375.47,0.0001291955,3.518601e-08,430.0,430.0,,
15394.28,0.0001292498,3.082135e-08,430.0,430.0,,
15413.1,0.0001292014,8.983936e-09,430.0,430.0,,
15431.79,0.000129201,2.396757e-08,430.0,430.0,,
15450.21,0.0001291757,4.738729e-09,430.0,430.0,,
15468.76,0.00012915,1.462874e-08,430.0,430.0,,
15487.39,0.0001291628,1.156431e-08,430.0,430.0,,
15505.83,0.0001291182,2.066559e-08,430.0,430.0,,
15524.36,0.0001291064,1.961405e-08,429.99,429.99,,
15542.85,0.0001290992,7.299924e-09,430.01,430.01,,
15561.47,0.0001290903,1.992235e-08,430.01,430.01,,
15579.96,0.0001290829,1.757808e-08,429.99,429.99,,
15598.57,0.0001291015,6.240548e-09,430.01,430.01,,
15616.86,0.0001290265,5.736869e-08,430.01,430.01,,
15635.34,0.0001289134,3.063477e-08,429.99,429.99,,
15654.01,0.0001290763,2.080892e-07,430.0,430.0,,
15672.65,0.0001289544,8.881591e-08,430.0,430.0,,
15691.43,0.0001292333,4.31433e-08,430.0,430.0,,
15709.87,0.0001290114,7.213598e-08,430.0,430.0,,
15728.66,0.0001291563,7.463548e-08,430.0,430.0,,
15747.18,0.000128999,1.424804e-07,430.0,430.0,,
15765.91,0.0001291236,2.645383e-07,430.0,430.0,,
15784.65,0.0001288058,4.646337e-08,430.01,430.01,,
15803.23,0.0001287077,6.707384e-08,430.0,430.0,,
15821.86,0.0001287611,5.907707e-08,430.0,430.0,,
15840.96,0.0001288627,6.596977e-08,430.0,430.0,,
15859.63,0.0001287652,1.034911e-07,430.01,430.01,,
15878.33,0.0001287227,6.147818e-08,430.0,430.0,,
15897.23,0.0001288544,3.392342e-07,430.0,430.0,,
15915.66,0.0001296957,9.033032e-08,430.01,430.01,,
15934.14,0.0001297803,4.911449e-08,430.0,430.0,,
15953.0,0.0001298196,4.610423e-08,430.0,430.0,,
15971.63,0.0001297824,4.058516e-08,430.0,430.0,,
15990.37,0.0001299341,1.207361e-07,429.99,429.99,,
16009.07,0.0001298218,1.066623e-07,429.99,429.99,,
16027.87,0.0001297163,7.663485e-08,430.01,430.01,,
16046.72,0.0001294053,9.271827e-08,430.0,430.0,,
16065.22,0.0001292661,4.043774e-08,430.01,430.01,,
16083.93,0.0001291008,4.552362e-08,430.0,430.0,,
16102.18,0.0001290175,3.576855e-08,430.0,430.0,,
16121.07,0.000129122,2.613214e-08,430.0,430.0,,
16139.78,0.0001292574,4.978889e-08,430.0,430.0,,
16158.43,0.0001291844,1.728969e-08,430.0,430.0,,
16176.93,0.0001292123,1.043552e-08,430.0,430.0,,
16195.76,0.0001292046,2.502976e-08,430.0,430.0,,
16214.34,0.0001291227,5.403507e-08,430.0,430.0,,
16232.85,0.0001291421,3.248059e-08,430.0,430.0,,
16251.53,0.0001290779,7.867719e-08,430.0,430.0,,
16270.18,0.000129037,5.387021e-08,430.01,430.01,,
16289.07,0.0001290695,7.425968e-08,430.0,430.0,,
16307.85,0.0001290224,4.697801e-08,430.0,430.0,,
16326.62,0.0001290386,6.882215e-08,430.0,430.0,,
16345.31,0.0001289611,7.421508e-08,430.0,430.0,,
16364.08,0.0001288323,5.060314e-08,430.0,430.0,,
16382.84,0.0001287956,7.304063e-08,430.0,430.0,,
16401.37,0.0001288749,8.027377e-08,430.0,430.0,,
16419.96,0.0001287786,5.780081e-08,430.0,430.0,,
16438.84,0.0001287626,1.118265e-07,430.0,430.0,,
16457.61,0.0001287993,2.157236e-07,430.0,430.0,,
16476.58,0.0001290829,3.575363e-08,430.0,430.0,,
16495.5,0.0001288334,1.4869e-07,430.0,430.0,,
16513.96,0.0001287049,5.951368e-08,430.0,430.0,,
16532.49,0.0001287681,9.971788e-08,430.0,430.0,,
16551.34,0.0001289175,2.652567e-08,430.0,430.0,,
16570.16,0.0001289796,1.262449e-08,430.0,430.0,,
16588.92,0.0001288541,6.900797e-08,430.0,430.0,,
16607.94,0.0001288175,8.494606e-08,430.0,430.0,,
16627.03,0.0001288643,5.259077e-08,430.01,430.01,,
16645.73,0.0001289245,4.145211e-08,430.0,430.0,,
16664.54,0.0001289567,5.146962e-08,430.0,430.0,,
16683.26,0.0001290524,1.036232e-08,430.01,430.01,,
16701.82,0.0001289933,3.94632e-08,430.0,430.0,,
16720.54,0.000128971,2.036337e-08,429.99,429.99,,
16739.36,0.0001289723,5.868948e-08,430.01,430.01,,
16758.18,0.0001290162,1.511291e-08,430.0,430.0,,
16776.88,0.0001290371,8.582281e-09,430.0,430.0,,
16795.84,0.0001290597,8.300602e-09,430.0,430.0,,
16814.6,0.0001289756,7.140059e-08,430.0,430.0,,
